file,variable,latitude,longitude,ecco_mean,omg_mean,difference
CTD_20161001_143136.nc,SALT,63.52981948852539,-39.73817825317383,34.1349,34.921497,0.7865982
CTD_20161001_141122.nc,SALT,64.08586883544922,-38.79267120361328,34.24076,34.7597,0.51894
CTD_20161001_130823.nc,SALT,64.94274139404297,-38.161441802978516,34.242645,34.74961,0.50696564
CTD_20161008_150109.nc,SALT,66.13610076904297,-28.216350555419922,33.82068,34.5987,0.77802277
CTD_20161010_140634.nc,SALT,71.09935760498047,-24.91253089904785,33.338253,33.787888,0.44963455
CTD_20161006_140315.nc,SALT,68.1026382446289,-27.77094078063965,33.470425,34.07982,0.6093941
CTD_20161008_141826.nc,SALT,67.65492248535156,-26.411380767822266,33.55309,34.021492,0.46840286
CTD_20161008_143402.nc,SALT,66.830810546875,-27.66861915588379,33.516724,34.257645,0.740921
CTD_20161008_144246.nc,SALT,66.46215057373047,-28.541980743408203,33.262592,34.41138,1.1487885
CTD_20161010_145001.nc,SALT,70.10014343261719,-21.384559631347656,33.624966,34.40968,0.78471375
CTD_20161008_124547.nc,SALT,64.72411346435547,-36.56895065307617,34.438766,34.820736,0.38196945
CTD_20161006_142825.nc,SALT,67.3993911743164,-29.736839294433594,32.743603,34.07746,1.3338585
CTD_20161010_142322.nc,SALT,70.39193725585938,-25.971799850463867,33.44071,34.277637,0.8369293
CTD_20161001_125033.nc,SALT,64.18734741210938,-36.96862030029297,34.402336,34.75104,0.3487053
CTD_20161009_105256.nc,SALT,61.61886978149414,-41.334529876708984,34.03863,34.665237,0.626606
CTD_20161006_150040.nc,SALT,66.10397338867188,-30.646699905395508,33.51657,34.73009,1.21352
CTD_20161006_151943.nc,SALT,65.8230209350586,-31.646820068359375,33.885178,34.42871,0.5435333
CTD_20161006_145047.nc,SALT,66.61852264404297,-30.751110076904297,33.4463,34.736973,1.2906723
CTD_20161006_152928.nc,SALT,65.82083129882812,-32.9647102355957,33.25322,34.6419,1.3886795
CTD_20161008_122213.nc,SALT,64.60001373291016,-33.99150085449219,34.90157,34.98104,0.07947159
CTD_20161009_112224.nc,SALT,62.938480377197266,-40.60173034667969,33.914394,34.714363,0.7999687
CTD_20161009_104604.nc,SALT,61.29983901977539,-41.85163116455078,33.90266,34.65642,0.7537613
CTD_20161001_135329.nc,SALT,63.989688873291016,-37.54397964477539,34.307,34.71322,0.40621948
CTD_20161001_134519.nc,SALT,65.24239349365234,-38.312889099121094,33.284565,34.625523,1.3409576
CTD_20161006_150939.nc,SALT,65.65653991699219,-30.450939178466797,34.411636,34.868908,0.45727158
CTD_20161001_133916.nc,SALT,64.5667495727539,-38.64970016479492,34.21386,34.67462,0.46076202
CTD_20161001_143840.nc,SALT,63.165260314941406,-40.26935958862305,33.944637,34.876724,0.93208694
CTD_20161008_145145.nc,SALT,66.11982727050781,-29.385860443115234,33.202393,34.72581,1.5234184
CTD_20171018_140759.nc,SALT,73.8269271850586,-57.244930267333984,32.960716,34.22465,1.2639351
CTD_20171015_121330.nc,SALT,69.44499969482422,-23.205520629882812,33.017193,31.802376,-1.214817
CTD_20171023_131753.nc,SALT,65.59427642822266,-55.850669860839844,34.16901,34.56086,0.39184952
CTD_20171014_094217.nc,SALT,65.82240295410156,-31.637300491333008,33.614773,34.502625,0.8878517
CTD_20171018_132130.nc,SALT,74.33763122558594,-57.99951934814453,33.12317,34.23039,1.1072197
CTD_20171018_170913.nc,SALT,75.84615325927734,-69.3311996459961,33.608078,34.049736,0.44165802
CTD_20171017_155944.nc,SALT,78.2886734008789,-73.8198471069336,33.416016,34.012287,0.5962715
CTD_20171016_114215.nc,SALT,71.94391632080078,-21.568099975585938,33.290928,33.732952,0.44202423
CTD_20171019_142854.nc,SALT,72.00287628173828,-59.972721099853516,33.471756,34.189575,0.7178192
CTD_20171014_132403.nc,SALT,60.692569732666016,-42.20267105102539,33.879444,34.524143,0.6446991
CTD_20171023_144948.nc,SALT,70.7809829711914,-51.936729431152344,33.552387,34.25963,0.70724106
CTD_20171014_123444.nc,SALT,62.65208053588867,-40.96076965332031,33.64311,34.57041,0.9273033
CTD_20171018_122743.nc,SALT,75.35658264160156,-59.06290054321289,33.174644,33.752205,0.5775604
CTD_20171016_124238.nc,SALT,71.50360107421875,-27.2031192779541,32.3016,33.68545,1.3838501
CTD_20171019_145057.nc,SALT,71.58415222167969,-58.67068099975586,33.415985,33.9709,0.5549164
CTD_20171023_132003.nc,SALT,65.70677185058594,-55.78752136230469,34.16901,34.5445,0.37548828
CTD_20171015_102129.nc,SALT,67.7469482421875,-31.494630813598633,33.298367,33.571205,0.2728386
CTD_20171023_153304.nc,SALT,70.99156951904297,-53.680999755859375,33.244232,34.06281,0.8185768
CTD_20171014_124036.nc,SALT,62.44860076904297,-41.32831954956055,33.917778,34.56983,0.65205383
CTD_20171014_151730.nc,SALT,63.999691009521484,-40.24956130981445,33.560078,34.6008,1.0407219
CTD_20171014_114922.nc,SALT,63.99021911621094,-37.54597854614258,34.187626,34.734272,0.5466461
CTD_20171019_151952.nc,SALT,70.82878112792969,-56.06867980957031,33.62617,34.203472,0.577301
CTD_20171019_130802.nc,SALT,72.75386810302734,-60.39955139160156,33.55481,34.136986,0.5821762
CTD_20171023_134211.nc,SALT,66.72057342529297,-54.05915069580078,33.50703,33.833027,0.3259964
CTD_20171018_154526.nc,SALT,75.18424987792969,-61.199371337890625,33.82382,34.302475,0.47865677
CTD_20171023_133713.nc,SALT,66.5018310546875,-54.438899993896484,33.63944,33.93058,0.2911415
CTD_20171017_161959.nc,SALT,77.28778076171875,-74.71820068359375,33.612816,34.142235,0.52941895
CTD_20171019_152327.nc,SALT,70.67543029785156,-55.89501953125,33.604958,34.170364,0.5654068
CTD_20171023_150717.nc,SALT,70.86509704589844,-51.39176940917969,33.236668,34.106586,0.8699188
CTD_20171016_121232.nc,SALT,71.94087219238281,-28.411470413208008,32.3016,34.130657,1.8290558
CTD_20171018_164026.nc,SALT,75.85212707519531,-65.64057922363281,33.588795,34.07217,0.48337555
CTD_20171014_095426.nc,SALT,65.82424926757812,-32.962921142578125,33.132427,34.372345,1.2399178
CTD_20171023_154955.nc,SALT,71.3794174194336,-53.42182159423828,33.46969,34.110615,0.64092636
CTD_20171018_131655.nc,SALT,74.51515197753906,-58.47893142700195,33.20938,34.153942,0.944561
CTD_20171014_142647.nc,SALT,62.6126708984375,-42.045101165771484,33.236137,34.041115,0.8049774
CTD_20171018_162235.nc,SALT,75.60366821289062,-62.60173034667969,33.73477,34.3031,0.56832886
CTD_20171018_120925.nc,SALT,75.46073150634766,-58.505680084228516,32.119587,33.914085,1.7944984
CTD_20171014_122739.nc,SALT,62.93817138671875,-40.59893035888672,33.916477,34.636833,0.720356
CTD_20171015_150956.nc,SALT,67.06493377685547,-28.687850952148438,33.000477,34.250378,1.2499008
CTD_20171015_144037.nc,SALT,67.4052963256836,-29.726200103759766,32.65963,33.80089,1.141262
CTD_20171015_102805.nc,SALT,68.03897857666016,-31.842269897460938,32.878525,33.72864,0.8501167
CTD_20171019_134833.nc,SALT,73.0456314086914,-56.52539825439453,32.442287,34.19032,1.7480316
CTD_20171018_144708.nc,SALT,73.89952850341797,-61.8956298828125,33.51703,34.10279,0.585762
CTD_20171014_150101.nc,SALT,63.67873001098633,-41.01192855834961,32.66696,33.63035,0.96338654
CTD_20171018_124722.nc,SALT,75.39176940917969,-60.44491958618164,33.60721,34.184643,0.57743454
CTD_20171018_174249.nc,SALT,77.16239929199219,-71.71737670898438,33.580303,34.049957,0.46965408
CTD_20171014_131111.nc,SALT,61.29977035522461,-41.850399017333984,33.90642,34.498104,0.59168243
CTD_20171014_104210.nc,SALT,64.94584655761719,-38.16582107543945,34.139194,34.671227,0.532032
CTD_20171023_150521.nc,SALT,70.82698059082031,-51.10456848144531,32.091137,34.261166,2.1700287
CTD_20171018_153909.nc,SALT,74.9114990234375,-60.49290084838867,33.7437,34.22946,0.48576355
CTD_20171019_151620.nc,SALT,70.98703002929688,-56.191768646240234,33.48919,34.14731,0.6581192
CTD_20171015_115705.nc,SALT,69.23909759521484,-25.084829330444336,31.598137,31.491781,-0.10635567
CTD_20171019_132302.nc,SALT,73.07746887207031,-58.99106979370117,33.59762,34.248108,0.6504898
CTD_20171023_143908.nc,SALT,70.45291900634766,-51.33707046508789,32.615326,34.26212,1.6467934
CTD_20171019_161921.nc,SALT,69.45771789550781,-55.9522705078125,33.436714,33.91598,0.47926712
CTD_20171018_175437.nc,SALT,77.33978271484375,-69.7533187866211,33.398792,34.028435,0.6296425
CTD_20171016_151617.nc,SALT,68.09916687011719,-27.8062801361084,33.14771,34.06202,0.91431046
CTD_20171019_141955.nc,SALT,72.24456787109375,-58.5452995300293,33.388153,33.9698,0.58164597
CTD_20171014_091253.nc,SALT,65.32649993896484,-28.625770568847656,34.94365,34.959988,0.016338348
CTD_20171018_140415.nc,SALT,73.97679901123047,-56.76512145996094,32.109734,34.115704,2.00597
CTD_20171014_141743.nc,SALT,62.14664840698242,-42.05234909057617,33.292778,33.79242,0.49964142
CTD_20171015_151943.nc,SALT,67.24658203125,-27.5085506439209,33.04157,33.657898,0.6163292
CTD_20171019_124845.nc,SALT,73.19599914550781,-62.551780700683594,33.65064,33.904747,0.25410843
CTD_20171015_110812.nc,SALT,68.063720703125,-29.46232032775879,32.93855,34.03285,1.0942993
CTD_20171018_122033.nc,SALT,75.23184967041016,-58.36695098876953,31.914415,33.200493,1.2860775
CTD_20171014_121225.nc,SALT,63.53396987915039,-39.74605178833008,34.077774,34.83348,0.7557068
CTD_20171016_132831.nc,SALT,70.22039794921875,-22.319499969482422,33.213787,33.760235,0.54644775
CTD_20171019_125245.nc,SALT,73.02198028564453,-63.02825164794922,33.81401,33.67031,-0.14369965
CTD_20171017_152613.nc,SALT,80.11427307128906,-69.41799926757812,33.17172,33.211136,0.039417267
CTD_20171014_104747.nc,SALT,64.72319793701172,-37.85306930541992,34.180996,34.72644,0.5454445
CTD_20171014_131724.nc,SALT,61.01074981689453,-42.028751373291016,33.879414,34.46678,0.587368
CTD_20171014_141411.nc,SALT,62.03982162475586,-42.28683090209961,33.17629,33.756546,0.5802574
CTD_20171015_130605.nc,SALT,70.5096664428711,-20.126380920410156,33.426037,33.675934,0.249897
CTD_20171014_112808.nc,SALT,64.72557830810547,-36.56692886352539,34.283146,34.800835,0.51768875
CTD_20171023_161243.nc,SALT,71.06900024414062,-55.037479400634766,33.49198,33.92481,0.432827
CTD_20171016_110925.nc,SALT,72.0206527709961,-17.684799194335938,34.145638,34.837173,0.69153595
CTD_20171014_151151.nc,SALT,63.72187042236328,-40.08987045288086,33.88834,34.719593,0.83125305
CTD_20171015_150155.nc,SALT,66.7773208618164,-29.53873062133789,33.065914,34.34822,1.2823067
CTD_20171015_103501.nc,SALT,68.33751678466797,-32.13602828979492,31.867144,33.796333,1.9291897
CTD_20171018_150222.nc,SALT,73.89794921875,-63.432899475097656,33.588734,34.21346,0.62472534
CTD_20171014_163934.nc,SALT,65.99149322509766,-35.11233139038086,33.113873,33.392406,0.27853394
CTD_20171018_115000.nc,SALT,75.95912170410156,-59.597198486328125,32.09785,33.795845,1.6979942
CTD_20171018_161324.nc,SALT,75.16757202148438,-63.99134826660156,33.62943,33.796066,0.16663742
CTD_20171014_105649.nc,SALT,64.6156005859375,-38.76504898071289,34.138756,34.558586,0.41983032
CTD_20171016_125338.nc,SALT,71.51377868652344,-25.859529495239258,32.97789,34.15744,1.1795502
CTD_20171018_151826.nc,SALT,74.34850311279297,-60.65700149536133,33.631744,34.22992,0.59817505
CTD_20171019_140739.nc,SALT,72.47222137451172,-56.3597297668457,33.339016,33.885742,0.5467262
CTD_20171014_165632.nc,SALT,66.84562683105469,-33.65205001831055,32.16085,33.354706,1.1938553
CTD_20171023_162456.nc,SALT,70.47987365722656,-54.5164794921875,33.409435,34.186253,0.7768173
CTD_20171015_095816.nc,SALT,66.99846649169922,-32.492801666259766,33.177208,34.07616,0.8989525
CTD_20171018_171852.nc,SALT,76.28656768798828,-70.9259033203125,33.597843,34.154926,0.55708313
CTD_20171014_130222.nc,SALT,61.619171142578125,-41.336978912353516,34.029278,34.55112,0.52184296
CTD_20171014_100757.nc,SALT,65.59976959228516,-34.348270416259766,33.149155,34.43129,1.282135
CTD_20171014_114232.nc,SALT,64.1876220703125,-36.96332931518555,34.26317,34.724422,0.46125412
CTD_20171016_105358.nc,SALT,72.49883270263672,-20.456050872802734,33.175945,32.959774,-0.21617126
CTD_20171018_165214.nc,SALT,75.22232818603516,-66.78691864013672,33.83551,34.195923,0.3604126
CTD_20171023_153028.nc,SALT,70.83927154541016,-53.65174865722656,33.546146,34.20573,0.65958405
CTD_20171018_145112.nc,SALT,74.03402709960938,-62.526668548583984,33.57364,34.16735,0.59371185
CTD_20171014_125231.nc,SALT,62.094329833984375,-41.38650131225586,33.947273,34.22669,0.27941513
CTD_20171023_161928.nc,SALT,70.7497329711914,-54.8018798828125,33.5706,34.163452,0.59285355
CTD_20171019_132539.nc,SALT,72.96337127685547,-58.745880126953125,33.48901,34.157974,0.6689644
CTD_20171014_090338.nc,SALT,65.15042114257812,-27.718379974365234,34.98009,34.986958,0.006866455
CTD_20171018_124003.nc,SALT,75.67704772949219,-60.86798095703125,33.29068,34.109955,0.8192749
CTD_20171015_123129.nc,SALT,70.09919738769531,-21.387250900268555,33.450256,34.3826,0.9323425
CTD_20171014_111654.nc,SALT,64.4031982421875,-37.88751983642578,34.30084,34.786625,0.48578644
CTD_20171014_133656.nc,SALT,60.37825012207031,-42.90467071533203,33.70754,33.775894,0.06835556
CTD_20171016_113131.nc,SALT,71.78772735595703,-19.537269592285156,33.638325,34.250034,0.6117096
CTD_20171023_171507.nc,SALT,68.37357330322266,-55.61402130126953,33.76739,34.197964,0.4305725
CTD_20171018_133648.nc,SALT,74.9375,-57.64052963256836,31.846098,33.325092,1.4789944
CTD_20171014_103125.nc,SALT,65.0472183227539,-36.983951568603516,33.704468,34.0682,0.36373138
CTD_20171018_141538.nc,SALT,73.59317016601562,-56.17267990112305,31.994808,34.125584,2.1307755
CTD_20171014_162838.nc,SALT,65.43656158447266,-36.33897018432617,33.16008,33.24119,0.08111191
CTD_20171019_132027.nc,SALT,73.1876220703125,-59.24011993408203,33.47816,34.093746,0.6155853
CTD_20171023_151852.nc,SALT,70.90093231201172,-52.72896957397461,33.50244,34.023773,0.5213318
CTD_20171016_102739.nc,SALT,72.6261978149414,-24.540149688720703,32.884003,33.602875,0.7188721
CTD_20171018_131341.nc,SALT,74.61852264404297,-58.15258026123047,31.888924,34.20282,2.3138962
CTD_20171014_135845.nc,SALT,61.499549865722656,-42.243900299072266,33.464703,33.317944,-0.14675903
CTD_20171014_154830.nc,SALT,64.7564697265625,-39.86585998535156,32.94539,33.784035,0.83864594
CTD_20171018_172739.nc,SALT,76.49307250976562,-73.22921752929688,33.81147,34.216217,0.404747
CTD_20171023_161628.nc,SALT,70.89727020263672,-54.91545104980469,33.588913,34.059315,0.47040176
CTD_20171018_114821.nc,SALT,75.91011810302734,-59.984580993652344,32.09785,33.6119,1.5140495
CTD_20171018_132603.nc,SALT,74.55043029785156,-57.56367874145508,31.887552,34.15938,2.2718296
CTD_20171018_142823.nc,SALT,73.62120056152344,-57.99435043334961,33.634247,34.196564,0.5623169
CTD_20171014_093103.nc,SALT,65.65872955322266,-30.448049545288086,34.21129,34.622166,0.41087723
CTD_20171023_173533.nc,SALT,68.24479675292969,-57.154720306396484,33.659283,34.111652,0.4523697
CTD_20171019_134103.nc,SALT,73.24887084960938,-57.65787887573242,33.532387,34.231354,0.698967
CTD_20171015_141959.nc,SALT,67.73187255859375,-26.801000595092773,33.174976,32.8467,-0.3282776
CTD_20171014_150805.nc,SALT,63.66204833984375,-40.55377960205078,32.66696,33.212387,0.5454254
CTD_20171018_163342.nc,SALT,75.7728271484375,-64.27055358886719,33.70675,34.258995,0.5522461
CTD_20171014_170944.nc,SALT,66.21923065185547,-32.36764907836914,32.9828,34.37528,1.392479
CTD_20171016_110453.nc,SALT,72.14720153808594,-18.43597984313965,33.70722,34.42924,0.722023
CTD_20171015_110445.nc,SALT,68.23097229003906,-29.636579513549805,32.070374,33.321697,1.2513237
CTD_20171015_101527.nc,SALT,67.72865295410156,-32.226051330566406,31.639633,33.2382,1.598568
CTD_20171016_141027.nc,SALT,70.40318298339844,-28.08007049560547,32.7199,33.956398,1.2364998
CTD_20171015_120226.nc,SALT,69.04605102539062,-24.508119583129883,33.21527,33.418655,0.2033844
CTD_20171015_143222.nc,SALT,67.5844497680664,-28.563949584960938,32.82184,33.291607,0.46976852
CTD_20171018_114550.nc,SALT,75.92243194580078,-60.457130432128906,32.254837,34.037773,1.7829361
CTD_20171023_165142.nc,SALT,69.20217895507812,-52.418128967285156,33.41983,33.98086,0.56103134
CTD_20171015_132717.nc,SALT,69.37071990966797,-21.100730895996094,33.722126,34.414635,0.6925087
CTD_20171019_155314.nc,SALT,70.17880249023438,-60.097721099853516,33.60687,33.922882,0.31601334
CTD_20171019_143517.nc,SALT,71.91748046875,-61.047149658203125,33.838047,34.20498,0.36693192
CTD_20171018_134450.nc,SALT,74.64141845703125,-56.6569709777832,31.864546,34.143417,2.2788715
CTD_20171018_125724.nc,SALT,75.09615325927734,-59.35987091064453,33.264275,34.18973,0.925457
CTD_20171018_130059.nc,SALT,74.93958282470703,-58.974918365478516,33.29936,34.247433,0.94807434
CTD_20171014_124557.nc,SALT,62.27830123901367,-40.902748107910156,34.13384,34.486423,0.35258484
CTD_20171016_131327.nc,SALT,70.48348236083984,-24.858549118041992,33.307396,33.876564,0.5691681
CTD_20171023_175750.nc,SALT,67.19792938232422,-57.41387939453125,33.94348,34.114487,0.17100525
CTD_20171023_143638.nc,SALT,70.39946746826172,-50.940650939941406,32.615326,34.223644,1.6083183
CTD_20171015_134716.nc,SALT,68.88445281982422,-24.112930297851562,33.359516,33.45212,0.09260559
CTD_20171023_155547.nc,SALT,71.56414794921875,-52.57685089111328,33.03501,34.187843,1.152832
CTD_20171015_153713.nc,SALT,66.4628677368164,-28.53692054748535,33.154015,33.876854,0.72283936
CTD_20171014_085527.nc,SALT,64.98210144042969,-26.952619552612305,34.979267,34.9951,0.015830994
CTD_20171014_092440.nc,SALT,65.5454330444336,-29.803829193115234,34.45415,34.884014,0.42986298
CTD_20171018_144247.nc,SALT,73.74005126953125,-61.27687072753906,33.47898,33.945904,0.46692276
CTD_20171017_155358.nc,SALT,78.51998138427734,-72.93956756591797,33.308186,33.826946,0.5187607
CTD_20171023_172546.nc,SALT,68.79139709472656,-57.23752975463867,33.58738,34.02318,0.43579865
CTD_20171014_160853.nc,SALT,65.2430191040039,-38.96979904174805,32.77272,34.150284,1.3775635
CTD_20171023_133532.nc,SALT,66.43921661376953,-54.60401916503906,33.729275,33.926975,0.1977005
CTD_20171023_144354.nc,SALT,70.62747955322266,-51.950950622558594,33.51649,34.20889,0.6923981
CTD_20171014_150351.nc,SALT,63.6555290222168,-40.69293975830078,32.66696,33.583767,0.91680527
CTD_20171014_171931.nc,SALT,66.10846710205078,-30.652429580688477,33.388588,34.565697,1.1771088
CTD_20171016_135402.nc,SALT,70.89418029785156,-27.117219924926758,32.3016,33.981052,1.679451
CTD_20171014_161828.nc,SALT,65.36337280273438,-37.84907913208008,33.42591,34.29595,0.8700409
CTD_20171016_142122.nc,SALT,70.47017669677734,-26.941730499267578,32.716503,34.170643,1.4541397
CTD_20171014_122145.nc,SALT,63.16550064086914,-40.26802062988281,33.941677,34.54031,0.5986328
CTD_20171018_153126.nc,SALT,74.60459899902344,-61.21120071411133,33.73308,34.290726,0.5576439
CTD_20171018_160307.nc,SALT,74.73314666748047,-65.22857666015625,33.744064,33.949196,0.20513153
CTD_20171015_094530.nc,SALT,66.62213134765625,-30.745800018310547,33.323788,34.453552,1.1297646
CTD_20171014_154057.nc,SALT,64.98548889160156,-40.6273307800293,32.451195,33.644085,1.1928902
CTD_20171014_140506.nc,SALT,61.75117874145508,-41.7286491394043,33.598038,34.17709,0.579052
CTD_20171015_125030.nc,SALT,71.13381958007812,-20.453449249267578,33.534317,33.981888,0.4475708
CTD_20171023_170447.nc,SALT,68.61205291748047,-53.89310073852539,33.7541,34.1379,0.3838005
CTD_20171018_125131.nc,SALT,75.3741226196289,-59.63180160522461,33.173313,34.102795,0.9294815
CTD_20171015_093321.nc,SALT,66.1210708618164,-29.385169982910156,33.103622,34.449547,1.3459244
CTD_20171015_131646.nc,SALT,69.87760162353516,-20.10059928894043,33.472805,34.43095,0.95814514
CTD_20171023_165722.nc,SALT,69.00180053710938,-53.11362838745117,33.539776,34.133858,0.5940819
CTD_20171018_173709.nc,SALT,76.85433197021484,-71.76396942138672,33.692585,34.14038,0.44779587
CTD_20171018_131029.nc,SALT,74.70570373535156,-58.52267837524414,32.886215,34.23109,1.3448753
CTD_20171014_134531.nc,SALT,60.81122970581055,-42.67892837524414,32.90969,33.107372,0.19768143
CTD_20171014_091925.nc,SALT,65.45082092285156,-29.271970748901367,34.79974,34.964005,0.16426468
CTD_20171023_174710.nc,SALT,67.74622344970703,-58.607601165771484,33.626286,33.939526,0.31324005
CTD_20171023_154358.nc,SALT,71.10517883300781,-53.17401885986328,33.46763,34.047585,0.57995605
CTD_20171017_151502.nc,SALT,80.61109924316406,-66.95960235595703,32.275745,33.967415,1.6916695
CTD_20171016_144117.nc,SALT,70.11042022705078,-27.340469360351562,32.7199,34.08578,1.3658829
CTD_20171023_132203.nc,SALT,65.81095123291016,-55.73310089111328,34.098667,34.561005,0.4623375
CTD_20171014_164755.nc,SALT,66.28441619873047,-33.8380012512207,33.073956,33.7584,0.6844444
CTD_20171023_163626.nc,SALT,70.19168090820312,-52.886749267578125,33.28053,33.945217,0.6646881
CTD_20171014_113351.nc,SALT,64.47196960449219,-36.34877014160156,34.24583,34.80225,0.5564194
CTD_20171018_135128.nc,SALT,74.38990020751953,-56.166500091552734,31.913975,33.693707,1.7797318
CTD_20171014_143509.nc,SALT,62.91284942626953,-41.374271392822266,33.064114,33.427418,0.36330414
CTD_20171018_113411.nc,SALT,75.99571990966797,-62.740478515625,33.379936,34.07961,0.6996727
CTD_20171015_144938.nc,SALT,67.30278015136719,-31.041099548339844,33.324062,34.379837,1.0557747
CTD_20171018_142150.nc,SALT,73.4451675415039,-56.955318450927734,32.039616,34.204865,2.1652489
CTD_20171019_160601.nc,SALT,69.98342895507812,-57.905250549316406,33.50631,33.975826,0.46951675
CTD_20171014_120014.nc,SALT,63.708580017089844,-38.5018310546875,34.386993,34.762318,0.37532425
CTD_20171016_132004.nc,SALT,70.25116729736328,-23.904800415039062,33.211067,33.856422,0.6453552
CTD_20171017_161013.nc,SALT,77.80638122558594,-75.04377746582031,33.413536,33.853817,0.4402809
CTD_20171016_122834.nc,SALT,71.5730209350586,-27.769750595092773,32.3016,33.89849,1.5968895
CTD_20171014_135013.nc,SALT,61.0631217956543,-42.57802963256836,33.45981,33.674755,0.21494675
CTD_20171018_180150.nc,SALT,77.45332336425781,-68.04830169677734,33.514854,34.05708,0.5422249
CTD_20171019_154153.nc,SALT,70.65840148925781,-58.913970947265625,33.62704,34.130146,0.50310516
CTD_20171023_151212.nc,SALT,71.04039764404297,-52.04167938232422,33.55607,34.27115,0.71508026
CTD_20171019_133659.nc,SALT,73.26506805419922,-58.362850189208984,33.6359,34.15775,0.5218506
CTD_20171015_122319.nc,SALT,69.72026824951172,-21.90839958190918,33.419926,33.899193,0.47926712
CTD_20171016_143109.nc,SALT,70.3940200805664,-25.960899353027344,33.321457,34.005642,0.684185
CTD_20171014_133214.nc,SALT,60.32402038574219,-42.43013000488281,33.90333,34.369316,0.46598434
CTD_20171015_135555.nc,SALT,68.66742706298828,-25.43644905090332,33.129677,32.54128,-0.588398
CTD_20171014_152026.nc,SALT,64.14820098876953,-40.32939910888672,33.258137,33.99953,0.74139404
CTD_20171016_130337.nc,SALT,71.100830078125,-24.9185791015625,33.20491,33.216484,0.0115737915
CTD_20171014_101700.nc,SALT,65.35162353515625,-35.162601470947266,33.25786,34.14482,0.8869629
CTD_20171018_145516.nc,SALT,74.21732330322266,-63.01314926147461,33.60116,34.139668,0.53850937
CTD_20171015_100856.nc,SALT,67.48168182373047,-32.772701263427734,32.217857,33.300987,1.0831299
CTD_20171015_152820.nc,SALT,66.83463287353516,-27.66482925415039,33.206398,33.93583,0.72943115
CTD_20171018_170019.nc,SALT,75.40706634521484,-68.26664733886719,33.792427,34.10094,0.30851364
CTD_20171023_153140.nc,SALT,70.90878295898438,-53.6773796081543,33.546146,34.202415,0.6562691
